Date,Open,High,Low,Close,Volume
2025-04-01,1679.6429856706595,1728.612168926364,1673.2279748426943,1688.6043701171875,6773056
2025-04-02,1684.5398635826323,1724.1069866147252,1681.552695654231,1718.426513671875,6431226
2025-04-03,1711.962673611111,1718.7693423695034,1699.6713605986702,1710.00390625,2341989
2025-04-04,1718.3285846256867,1734.292585669951,1704.1275219428298,1707.50634765625,7817334
2025-04-07,1694.333698317519,1738.161116236426,1634.9830736051072,1651.87744140625,14870388
2025-04-08,1685.2252618936348,1706.380042658806,1671.611925906969,1684.9315185546875,7206935
2025-04-09,1684.1970896124594,1691.2486039536727,1676.3130035396634,1680.181640625,5600666
2025-04-11,1723.7151821461289,1730.5708675296646,1696.6352009704297,1720.38525390625,8340002
2025-04-15,1770.9214425655305,1782.4782172903078,1744.380169944084,1761.71533203125,10313411
2025-04-16,1765.2410351158712,1788.8441561064058,1757.112103365754,1785.0245361328125,6180958
2025-04-17,1796.1895511403925,1858.5762396371617,1788.0606193088586,1850.153564453125,10894325
2025-04-21,1859.2619215563914,1865.040308929045,1830.0762413340394,1844.5711669921875,3501123
2025-04-22,1849.0762634330401,1849.0762634330401,1798.9318702122537,1814.0142822265625,6155127
2025-04-23,1828.5092503490482,1847.0196249997905,1798.2462720538554,1842.8082275390625,6855027
2025-04-24,1835.8546260356482,1839.0866398565374,1801.5761987690448,1807.5504150390625,5180688
2025-04-25,1808.6276562019516,1823.3184102823932,1768.7667912851523,1779.73583984375,4570083
2025-04-28,1798.1484111763282,1800.9886477190944,1776.0143642305343,1784.2412109375,3301891
2025-04-29,1786.1019171638043,1809.7051588045153,1780.1277008012419,1786.199951171875,4684155
2025-04-30,1799.127741000645,1838.2051720240217,1789.3339046315616,1826.060791015625,9139821
2025-05-02,1813.8185074238856,1844.767006641983,1794.3287490111354,1810.0968017578125,3866806
2025-05-05,1829.4886745440615,1834.875284667184,1811.0762139381034,1827.5299072265625,3548839
2025-05-06,1849.3702248690129,1872.5815699385191,1843.7876662389815,1861.808349609375,8597920
2025-05-07,1861.808309777994,1877.4784481033216,1846.6278632753329,1857.6949462890625,5554616
2025-05-08,1857.8906915674736,1866.509315079921,1824.0040428750249,1836.246337890625,5500724
2025-05-09,1816.7566326530948,1832.5246851767095,1798.638035508037,1810.292724609375,3686209
2025-05-12,1830.3701042090893,1844.5711669541938,1815.7772640982137,1832.23095703125,3936019
2025-05-13,1831.4473706707397,1844.8648784525835,1779.1482614157194,1783.0657958984375,8817763
2025-05-14,1792.2721344123156,1832.1330023671208,1782.6741265267808,1796.385498046875,7401614
2025-05-15,1811.7618129469204,1831.3494856755672,1787.3751364890218,1828.705078125,8788351
2025-05-16,1796.1894781581623,1796.1894781581623,1772.7821867839734,1776.601806640625,100662047
2025-05-19,1784.4369038893187,1790.9987261315525,1771.7049171985607,1780.813232421875,5799804
2025-05-20,1772.4885248335593,1787.2771935976427,1762.4008257173512,1771.6070556640625,12512596
