Date,Open,High,Low,Close,Volume
2025-04-01,738.3964100364205,753.7556066211873,734.92978367858,743.1149291992188,7011125
2025-04-02,743.6926981564776,748.2186140115384,735.9890316029483,747.20751953125,5458436
2025-04-03,741.4778693122336,755.6333676630561,741.4297331535035,750.3370971679688,7956680
2025-04-04,750.2407674906192,753.9000559499343,736.6630793418844,739.0223388671875,8231194
2025-04-07,702.9595626780941,725.7816862623683,702.9595626780941,719.2335815429688,14923235
2025-04-08,731.8483424817248,745.3297593169144,730.0668930525142,740.1297607421875,12911288
2025-04-09,738.5890580792018,739.5038802710596,713.552140856178,714.7077026367188,11319387
2025-04-11,730.8853451496299,731.5594277102952,718.3668873275676,725.9260864257812,9360327
2025-04-15,741.4778565892068,742.1519391227857,729.0556715859763,735.2186279296875,7859090
2025-04-16,735.2186797710156,746.0519609071307,732.3298048013849,743.1630859375,12536694
2025-04-17,743.4037724463682,771.3295618258302,738.7334484219398,767.9110717773438,27034818
2025-04-21,773.2555185548143,793.8146548472636,771.7148087772562,786.4480590820312,16398507
2025-04-22,790.7332527762891,804.5516812424216,783.8480772367818,791.9369506835938,25117557
2025-04-23,795.4035350043313,800.2183263784495,780.0924749249118,783.3184204101562,12104382
2025-04-24,782.644317299962,788.6628063594819,781.1036076104479,783.270263671875,12713521
2025-04-25,784.8109946884551,788.6628277912206,757.8481629690972,769.066650390625,13131038
2025-04-28,769.0666410567842,792.322047867904,767.8629432267787,787.0739135742188,11317611
2025-04-29,789.6257719721119,798.2923962986351,779.0332311285836,782.4517211914062,11283059
2025-04-30,781.4406459920804,781.4406459920804,755.4407723731201,759.4370727539062,25635764
2025-05-02,761.0740832238849,773.6407362949234,759.7741130041347,767.1889038085938,14720184
2025-05-05,753.0333941109573,769.4036852872824,753.0333941109573,760.737060546875,23986447
2025-05-06,764.5407836505257,769.5481787593242,742.5371503787388,745.426025390625,18869468
2025-05-07,736.9519906088443,753.418613146944,736.229771868778,747.3519287109375,15586266
2025-05-08,750.1444750563841,757.3666619150783,735.7001013389954,740.514892578125,14491673
2025-05-09,728.4779526212103,752.7445134918086,727.5149943229668,750.38525390625,13578216
2025-05-12,769.4037033297868,774.12222264216,763.6259533673605,771.95556640625,15096824
2025-05-13,769.018476685771,777.7332963407931,767.6703703271746,772.0518188476562,13909596
2025-05-14,775.9036380329437,777.5888150314639,766.8036704860727,771.0407104492188,9281719
2025-05-15,774.6517783287684,779.4665695934455,765.0703319571993,777.8295288085938,17058854
2025-05-16,789.7644580739088,789.7644580739088,776.9946347468432,778.0751342773438,14733924
2025-05-19,778.0750903727592,787.2104729702169,778.0750903727592,780.9237670898438,10666184
2025-05-20,784.0180560729261,785.2459236919375,769.9220998339915,771.7393798828125,11324667
2025-05-21,773.0654298291093,776.9946060925355,765.3052827270537,773.1636352539062,8206040
2025-05-22,774.0477442991881,774.2442151084329,766.4840678018166,771.346435546875,7355826
2025-05-23,773.9495383488706,780.874699700136,772.2796264031289,776.5034790039062,5534158
2025-05-26,777.9769427872259,783.4286631605596,775.2265312430146,780.33447265625,4965466
2025-05-27,780.3344684569088,787.1613645883718,776.0614530866071,779.6468505859375,11995043
2025-05-28,780.4326591919574,784.7547771957036,778.6154390963333,782.4463500976562,6873519
2025-05-29,784.8529869834019,786.2282227070898,777.3384131262393,783.232177734375,14034127
2025-05-30,783.8706869171444,800.0785394661832,778.5662748283969,797.91748046875,22037314
2025-06-02,798.4577080916993,807.9859725290632,794.8723707211232,799.2435913085938,26891575
2025-06-03,801.7484370268255,803.9094959854718,790.8940994751483,795.4617309570312,14247597
2025-06-04,802.5342413659282,802.5342413659282,790.9922862422444,792.2201538085938,9607927
2025-06-05,794.3812098308251,797.3280919793597,788.6347536685006,791.72900390625,13595507
2025-06-06,792.3675287830383,801.9939985959651,788.88033690073,798.6541748046875,17163935
2025-06-09,802.9272300169949,809.9014942207324,801.2573180380161,805.5302734375,12793040
2025-06-10,806.4634476687678,807.4948444720902,800.1767415127031,802.5833740234375,6560513
2025-06-11,802.5342598525855,806.0704945433416,798.6541862626485,800.6187744140625,7197825
2025-06-12,801.5519752269744,802.0431222706184,787.0140347260071,791.679931640625,13448521
2025-06-13,772.3287088939938,782.2007522600275,772.3287088939938,778.3206787109375,11377117
2025-06-16,778.4680786132812,781.3167555010375,772.2305350251097,778.4680786132812,8085001
2025-06-17,779.9415184126576,784.7056208342702,776.5525917636725,778.2716064453125,7753156
2025-06-18,778.4680756237817,781.4149579289822,774.3915311197982,777.8787231445312,5710169
2025-06-19,778.320667516001,779.2047561439027,767.8592718430074,771.1990356445312,11824333
2025-06-20,773.5565989033221,785.2950253156704,772.181363190149,782.053466796875,11367669
2025-06-23,776.0123304607985,780.874698193188,774.5388893270122,776.2088012695312,5549253
2025-06-24,784.8529460243278,792.3675194893278,779.5976968381185,781.3167114257812,11402190
2025-06-25,785.3440886452789,789.567941046098,782.0042649119035,785.8843383789062,6528324
2025-06-26,787.7998677833231,789.1259408358321,777.3875743106198,782.9375,24704402
2025-06-27,790.7467068374075,795.1179273319369,788.4383398116579,791.1396484375,19375990
2025-06-30,794.6759369772839,806.4634663267615,792.7604514670988,805.824951171875,19652607
2025-07-01,805.4811416394373,810.2944065895595,798.8506566320394,805.7758178710938,11456405
2025-07-02,806.4634551919074,809.4594402026391,794.6759260051804,798.5068969726562,6661200
2025-07-03,799.0962152227779,800.0785092795976,791.5325389943724,792.8095092773438,7020403
2025-07-04,794.4303152499558,799.4399909377498,789.8626239223718,797.4754028320312,4319538
2025-07-07,796.8369801203829,798.2613185459272,790.8941128494637,792.56396484375,4461783
2025-07-08,793.5953947208753,799.1453201848503,791.0904969053553,798.2612915039062,5935770
2025-07-09,795.6581782931005,798.0648106998194,794.675884245825,796.5913696289062,4099112
2025-07-10,796.9351619351286,801.0608089938022,792.613104027281,793.693603515625,12178137
2025-07-11,793.2515938303184,798.1630643635436,790.3047115103832,794.3321533203125,6202372
2025-07-14,795.4617558456557,801.0608442463658,793.6936384439774,794.528564453125,6938635
2025-07-15,796.6405037947652,806.4634446553665,796.1493567517351,801.9940185546875,9297645
2025-07-16,801.5519699633943,819.4297342255312,800.8643521159136,816.9739990234375,16458920
2025-07-17,823.5553655077234,827.5827471798666,811.7186740978348,814.32177734375,23073718
2025-07-18,817.2686571434967,817.9071722636787,805.7267019494631,808.7717895507812,15387801
2025-07-21,808.4280466091758,812.7010019745913,803.4674733809013,809.6068115234375,8852594
2025-07-22,812.848378561757,813.3886283330482,799.5874080353719,800.5697021484375,7851163
2025-07-23,798.113968917551,810.5891161764496,797.1316748019602,806.1196899414062,15470390
2025-07-24,805.4811769361788,807.3966624575928,796.29675091266,801.25732421875,10118309
2025-07-25,800.569684169264,804.6953313423805,791.2378903047143,792.269287109375,6734439
2025-07-28,792.269295178368,794.6268250025805,781.906104403612,783.0357666015625,7734158
2025-07-29,782.1025562450097,785.8352617474154,779.057408633055,785.0494384765625,7833759
