Date,Open,High,Low,Close,Volume
2025-04-01,383.67353391685737,387.9802704965241,379.74131853086607,380.724365234375,15206240
2025-04-02,381.0988219723193,383.8607583698592,380.1625762201977,382.9713134765625,8001323
2025-04-03,381.09882796400086,384.0480249871138,380.77116480316903,383.29901123046875,7059566
2025-04-04,381.52014294173955,386.4822339855749,378.7114056930887,383.57989501953125,18627592
2025-04-07,365.2762657499408,382.08188802784315,365.2762657499408,380.1625671386719,26762866
2025-04-08,385.6396149281719,389.29096760296807,381.28607794776286,386.2481689453125,18600796
2025-04-09,386.66949469252165,392.3337700503985,385.0310646302652,389.75909423828125,21785572
2025-04-11,393.2232079835811,395.51702145893296,390.4144707836984,394.67437744140625,8939356
2025-04-15,401.8366972313636,401.8366972313636,392.2869789172459,393.59771728515625,11685880
2025-04-16,391.35075980822495,398.8875273661801,391.35075980822495,397.3895568847656,13034594
2025-04-17,397.90449415891055,400.57280059883806,394.67443448342624,400.01104736328125,22410217
2025-04-21,400.76000152305585,401.7430767519647,394.6276029884348,395.89154052734375,27388236
2025-04-22,398.7939022404639,407.0796545529523,396.5468895062768,405.9561767578125,32031936
2025-04-23,408.39042088422286,409.5607281098517,401.5090086831345,403.3815002441406,19566317
2025-04-24,404.317736314244,408.2499513547456,401.9302924881275,402.6324768066406,26064089
2025-04-25,402.63249298157206,405.11356719755287,396.3128338610747,400.52593994140625,22944377
2025-04-28,399.4492659595311,403.05381801388353,397.6704046490059,401.4621887207031,6287095
2025-04-29,401.5558052623093,402.21118873045583,397.90445247166593,398.8406982421875,11189930
2025-04-30,400.1514719800394,401.93033338689156,395.0957500866863,398.6534729003906,10026546
2025-05-02,397.06183232395665,403.990045229964,397.06183232395665,402.1175537109375,9263372
2025-05-05,402.8197624517931,410.5437904360518,401.9771469315377,409.0926208496094,11525305
2025-05-06,409.60755115118997,411.6204739738847,405.3944449107777,407.7818603515625,15026568
2025-05-07,405.76890647461266,407.2669054042834,402.30481430744925,403.662353515625,9710361
2025-05-08,401.6494314878609,403.9900458904708,396.54688066139005,403.1474304199219,19937960
2025-05-09,398.7939183424925,401.7898878224534,396.031981745509,396.5469055175781,8226512
2025-05-12,402.1175715800131,408.3904298762828,400.85363403411344,407.73504638671875,8031891
2025-05-13,407.1733194186355,410.0288864391506,398.2321828708248,400.6195983886719,14976369
2025-05-14,399.8705809376595,404.3177484214116,398.74707456561424,401.7430725097656,9557309
2025-05-15,401.7430807633696,407.64141790790075,398.8407130525867,405.0667419433594,24263510
2025-05-16,407.17328847071144,408.3904251412249,404.5518116867584,407.92230224609375,16402035
2025-05-19,407.266912756039,410.54377297361634,405.0667294669892,407.5946044921875,7543854
2025-05-20,409.13940063587995,412.69712312567145,405.30078727250276,407.17327880859375,9868414
2025-05-21,408.7649303606408,410.2629293856914,404.4581938781033,405.3944396972656,5776672
2025-05-22,405.3944162358384,405.3944162358384,395.9383282951614,398.934326171875,19451749
2025-05-23,406.3306853522196,411.01191444613914,401.6494562583,408.4840393066406,18536884
2025-05-26,410.3097014858526,415.27179255079653,408.90533285555307,414.6632385253906,13107662
2025-05-27,414.6632418792466,415.88037851185567,403.38149188670627,406.2370300292969,26986022
2025-05-28,398.2753781298962,402.9475037342144,393.79393430833676,400.65911865234375,431851622
2025-05-29,402.37538231693094,403.1381676108757,397.22650883681956,399.2765197753906,21478547
2025-05-30,399.61025828083166,400.5160622005545,397.03580693342064,398.60906982421875,30656239
2025-06-02,398.8474376645607,400.8974777159352,395.2718270145734,399.8009338378906,14973380
2025-06-03,399.5149278857097,402.0893793944988,396.32070963544066,397.5602722167969,13216486
2025-06-04,397.7509287646849,399.5149025311001,396.60675079881145,397.60791015625,12598933
2025-06-05,399.0381564747108,401.37423378518696,396.4160419459044,399.6102600097656,13212523
2025-06-06,400.7544518057209,401.7079480309055,399.5149183523392,401.4695739746094,8774988
2025-06-09,402.375397024289,403.9009967663349,400.94515272206996,403.3765563964844,10473123
2025-06-10,404.75914276623337,408.62079079284285,403.3765616168375,407.14288330078125,13041075
2025-06-11,408.0963712404173,408.1917266795449,405.09286404746234,406.3323974609375,20789182
2025-06-12,407.14288279336307,407.3335936752473,400.03932436990533,401.4219055175781,18508835
2025-06-13,395.70092072544685,399.8486349912841,394.27067643366814,394.6520690917969,17873926
2025-06-16,395.65324319318955,399.4195355657901,394.0322880819885,398.7521057128906,7006629
2025-06-17,398.65677784510535,399.5625818006199,396.3683927227586,397.98931884765625,9028406
2025-06-18,397.6079031209599,398.99048420762057,395.60555534311806,396.5590515136719,8036215
2025-06-19,396.3206894558478,398.799785393935,395.51021186668925,396.6544189453125,12601006
2025-06-20,396.6544118043789,399.9916484421562,396.6544118043789,399.0858154296875,13203184
2025-06-23,397.60791311448514,398.08466121174473,392.6020580932596,394.6520690917969,14839890
